ID,income
107015,1.0
107016,1.0
107018,1.0
107019,1.0
107020,1.0
107021,1.0
107022,1.0
107023,1.0
107024,1.0
107025,1.0
107026,1.0
107027,1.0
107028,1.0
107029,1.0
107030,1.0
107031,1.0
107032,1.0
107033,1.0
107034,1.0
107035,1.0
107036,1.0
107037,1.0
107038,1.0
107039,1.0
107040,1.0
107041,1.0
107042,1.0
107043,1.0
107044,1.0
107046,1.0
107047,1.0
107048,1.0
107049,1.0
107050,1.0
107051,1.0
107052,1.0
107053,1.0
107054,1.0
107055,1.0
107056,1.0
107057,1.0
107058,1.0
107059,1.0
107060,1.0
107061,1.0
107062,1.0
107063,1.0
107064,1.0
107065,1.0
107066,1.0
107067,1.0
107068,1.0
107069,1.0
107070,1.0
107071,1.0
107072,1.0
107073,1.0
107074,1.0
107075,1.0
107076,1.0
107077,1.0
107078,1.0
107079,1.0
107080,1.0
107081,1.0
107083,1.0
107084,1.0
107085,1.0
107086,1.0
107087,1.0
107088,1.0
107089,1.0
107090,1.0
107091,1.0
107092,1.0
107093,1.0
107094,1.0
107095,1.0
107096,1.0
107097,1.0
107098,1.0
107099,1.0
107100,1.0
107101,1.0
107102,1.0
107103,1.0
107104,1.0
107105,1.0
107106,1.0
107107,1.0
107109,1.0
107110,1.0
107111,1.0
107112,1.0
107113,1.0
107114,1.0
107115,1.0
107116,1.0
107117,1.0
107118,1.0
107120,1.0
107121,1.0
107122,1.0
107123,1.0
107124,1.0
107125,1.0
107126,1.0
107127,1.0
107128,1.0
107131,1.0
107132,1.0
107133,1.0
107134,1.0
107135,1.0
107136,1.0
107138,1.0
107139,1.0
107140,1.0
107141,1.0
107142,1.0
107143,1.0
107144,1.0
107146,1.0
107147,1.0
107148,1.0
107149,1.0
107150,1.0
107151,1.0
107152,1.0
107153,1.0
107154,1.0
107155,1.0
107156,1.0
107157,1.0
107158,1.0
107159,1.0
107160,1.0
107161,1.0
107162,1.0
107163,1.0
107165,1.0
107166,1.0
107167,1.0
107168,1.0
107169,1.0
107170,1.0
107171,1.0
107172,1.0
107173,1.0
107174,1.0
107175,1.0
107176,1.0
107178,1.0
107179,1.0
107180,1.0
107181,1.0
107182,1.0
107183,1.0
107184,1.0
107185,1.0
107186,1.0
107187,1.0
107188,1.0
107189,1.0
107190,1.0
107191,1.0
107192,1.0
107194,1.0
107195,1.0
107196,1.0
107197,1.0
107198,1.0
107199,1.0
107200,1.0
107201,1.0
107203,1.0
107204,1.0
107205,1.0
107206,1.0
107207,1.0
107208,1.0
107209,1.0
107210,1.0
107211,1.0
107212,1.0
107213,1.0
107214,1.0
107215,1.0
107216,1.0
107217,1.0
107218,1.0
107219,1.0
107220,1.0
107221,1.0
107222,1.0
107223,1.0
107224,1.0
107225,1.0
107226,1.0
107227,1.0
107228,1.0
107229,1.0
107230,1.0
107231,1.0
107232,1.0
107233,1.0
107234,1.0
107235,1.0
107237,1.0
107239,1.0
107240,1.0
107241,1.0
107242,1.0
107244,1.0
107245,1.0
107246,1.0
107247,1.0
107248,1.0
107249,1.0
107250,1.0
107251,1.0
107252,1.0
107253,1.0
107254,1.0
107255,1.0
107256,1.0
107257,1.0
107258,1.0
107259,1.0
107260,1.0
107261,1.0
107262,1.0
107263,1.0
107264,1.0
107265,1.0
107266,1.0
107268,1.0
107269,1.0
107270,1.0
107271,1.0
107272,1.0
107274,1.0
107275,1.0
107276,1.0
107277,1.0
107278,1.0
107279,1.0
107280,1.0
107281,1.0
107282,1.0
107284,1.0
107285,1.0
107286,1.0
107287,1.0
107288,1.0
107289,1.0
107290,1.0
107291,1.0
107292,1.0
107293,1.0
107294,1.0
107295,1.0
107296,1.0
107297,1.0
107298,1.0
107300,1.0
107301,1.0
107302,1.0
107304,1.0
107305,1.0
107306,1.0
107307,1.0
107308,1.0
107309,1.0
107310,1.0
107311,1.0
107312,1.0
107313,1.0
107314,1.0
107315,1.0
107316,1.0
107318,1.0
107319,1.0
107320,1.0
107321,1.0
107322,1.0
107323,1.0
107324,1.0
107325,1.0
107326,1.0
107327,1.0
107328,1.0
107329,1.0
107330,1.0
107331,1.0
107332,1.0
107333,1.0
107334,1.0
107335,1.0
107336,1.0
107337,1.0
107338,1.0
107339,1.0
107340,1.0
107341,1.0
107343,1.0
107344,1.0
107345,1.0
107346,1.0
107347,1.0
107348,1.0
107349,1.0
107350,1.0
107351,1.0
107352,1.0
107353,1.0
107354,1.0
107355,1.0
107356,1.0
107357,1.0
107358,1.0
107359,1.0
107360,1.0
107361,1.0
107362,1.0
107363,1.0
107364,1.0
107365,1.0
107366,1.0
107367,1.0
107368,1.0
107369,1.0
107370,1.0
107371,1.0
107372,1.0
107373,1.0
107376,1.0
107377,1.0
107378,1.0
107379,1.0
107380,1.0
107381,1.0
107382,1.0
107383,1.0
107384,1.0
107385,1.0
107386,1.0
107387,1.0
107388,1.0
107389,1.0
107390,1.0
107391,1.0
107392,1.0
107393,1.0
107394,1.0
107395,1.0
107397,1.0
107398,1.0
107399,1.0
107400,1.0
107401,1.0
107402,1.0
107403,1.0
107404,1.0
107405,1.0
107406,1.0
107407,1.0
107408,1.0
107410,1.0
107411,1.0
107412,1.0
107413,1.0
107414,1.0
107415,1.0
107417,1.0
107418,1.0
107419,1.0
107420,1.0
107421,1.0
107422,1.0
107423,1.0
107424,1.0
107425,1.0
107426,1.0
107427,1.0
107428,1.0
107430,1.0
107431,1.0
107432,1.0
107433,1.0
107434,1.0
107435,1.0
107436,1.0
107437,1.0
107438,1.0
107439,1.0
107440,1.0
107441,1.0
107442,1.0
107443,1.0
107444,1.0
107446,1.0
107447,1.0
107448,1.0
107449,1.0
107450,1.0
107451,1.0
107452,1.0
107453,1.0
107454,1.0
107455,1.0
107456,1.0
107457,1.0
107458,1.0
107459,1.0
107460,1.0
107461,1.0
107463,1.0
107464,1.0
107465,1.0
107466,1.0
107467,1.0
107468,1.0
107469,1.0
107470,1.0
107471,1.0
107472,1.0
107473,1.0
107474,1.0
107475,1.0
107476,1.0
107479,1.0
107480,1.0
107481,1.0
107482,1.0
107484,1.0
107485,1.0
107486,1.0
107488,1.0
107489,1.0
107490,1.0
107491,1.0
107492,1.0
107493,1.0
107494,1.0
107495,1.0
107496,1.0
107497,1.0
107498,1.0
107499,1.0
107500,1.0
107501,1.0
107502,1.0
107503,1.0
107504,1.0
107505,1.0
107506,1.0
107507,1.0
107508,1.0
107509,1.0
107510,1.0
107511,1.0
107512,1.0
107513,1.0
107514,1.0
107515,1.0
107516,1.0
107517,1.0
107518,1.0
107519,1.0
107520,1.0
107521,1.0
107522,1.0
107523,1.0
107524,1.0
107525,1.0
107526,1.0
107528,1.0
107529,1.0
107530,1.0
107531,1.0
107532,1.0
107533,1.0
107534,1.0
107535,1.0
107537,1.0
107538,1.0
107539,1.0
107540,1.0
107541,1.0
107542,1.0
107543,1.0
107544,1.0
107545,1.0
107546,1.0
107547,1.0
107548,1.0
107549,1.0
107550,1.0
107551,1.0
107552,1.0
107553,1.0
107554,1.0
107555,1.0
107556,1.0
107557,1.0
107558,1.0
107559,1.0
107560,1.0
107561,1.0
107562,1.0
107563,1.0
107564,1.0
107565,1.0
107566,1.0
107567,1.0
107568,1.0
107569,1.0
107570,1.0
107571,1.0
107572,1.0
107573,1.0
107574,1.0
107575,1.0
107576,1.0
107577,1.0
107578,1.0
107579,1.0
107580,1.0
107581,1.0
107582,1.0
107583,1.0
107585,1.0
107586,1.0
107587,1.0
107588,1.0
107589,1.0
107590,1.0
107591,1.0
107592,1.0
107593,1.0
107595,1.0
107596,1.0
107597,1.0
107598,1.0
107599,1.0
107600,1.0
107601,1.0
107603,1.0
107604,1.0
107605,1.0
107606,1.0
107607,1.0
107608,1.0
107609,1.0
107611,1.0
107612,1.0
107613,1.0
107614,1.0
107615,1.0
107616,1.0
107617,1.0
107618,1.0
107619,1.0
107620,1.0
107621,1.0
107623,1.0
107624,1.0
107626,1.0
107627,1.0
107628,1.0
107629,1.0
107630,1.0
107631,1.0
107632,1.0
107633,1.0
107634,1.0
107635,1.0
107636,1.0
107637,1.0
107638,1.0
107639,1.0
107640,1.0
107641,1.0
107642,1.0
107643,1.0
107644,1.0
107645,1.0
107646,1.0
107647,1.0
107648,1.0
107649,1.0
107650,1.0
107651,1.0
107652,1.0
107653,1.0
107654,1.0
107655,1.0
107656,1.0
107657,1.0
107658,1.0
107660,1.0
107661,1.0
107662,1.0
107663,1.0
107664,1.0
107665,1.0
107666,1.0
107667,1.0
107668,1.0
107669,1.0
107670,1.0
107671,1.0
107672,1.0
107673,1.0
107674,1.0
107675,1.0
107676,1.0
107677,1.0
107678,1.0
107679,1.0
107680,1.0
107681,1.0
107682,1.0
107683,1.0
107684,1.0
107685,1.0
107686,1.0
107687,1.0
107688,1.0
107689,1.0
107690,1.0
107691,1.0
107692,1.0
107693,1.0
107694,1.0
107695,1.0
107696,1.0
107697,1.0
107698,1.0
107699,1.0
107700,1.0
107701,1.0
107702,1.0
107703,1.0
107707,1.0
107709,1.0
107710,1.0
107711,1.0
107712,1.0
107713,1.0
107714,1.0
107715,1.0
107716,1.0
107717,1.0
107718,1.0
107719,1.0
107720,1.0
107721,1.0
107722,1.0
107723,1.0
107724,1.0
107725,1.0
107726,1.0
107727,1.0
107728,1.0
107730,1.0
107731,1.0
107732,1.0
107733,1.0
107734,1.0
107735,1.0
107736,1.0
107737,1.0
107739,1.0
107740,1.0
107741,1.0
107742,1.0
107743,1.0
107744,1.0
107746,1.0
107747,1.0
107748,1.0
107749,1.0
107750,1.0
107751,1.0
107752,1.0
107753,1.0
107754,1.0
107755,1.0
107756,1.0
107757,1.0
107758,1.0
107759,1.0
107760,1.0
107761,1.0
107762,1.0
107763,1.0
107764,1.0
107765,1.0
107766,1.0
107767,1.0
107768,1.0
107769,1.0
107771,1.0
107772,1.0
107774,1.0
107775,1.0
107776,1.0
107777,1.0
107778,1.0
107779,1.0
107780,1.0
107782,1.0
107783,1.0
107784,1.0
107785,1.0
107786,1.0
107787,1.0
107789,1.0
107790,1.0
107792,1.0
107793,1.0
107794,1.0
107795,1.0
107796,1.0
107797,1.0
107798,1.0
107799,1.0
107800,1.0
107801,1.0
107802,1.0
107803,1.0
107804,1.0
107805,1.0
107806,1.0
107807,1.0
107808,1.0
107809,1.0
107810,1.0
107811,1.0
107812,1.0
107813,1.0
107814,1.0
107815,1.0
107816,1.0
107817,1.0
107818,1.0
107819,1.0
107820,1.0
107821,1.0
107823,1.0
107824,1.0
107825,1.0
107826,1.0
107827,1.0
107828,1.0
107829,1.0
107830,1.0
107831,1.0
107832,1.0
107833,1.0
107834,1.0
107835,1.0
107836,1.0
107837,1.0
107838,1.0
107839,1.0
107840,1.0
107841,1.0
107842,1.0
107843,1.0
107844,1.0
107845,1.0
107846,1.0
107847,1.0
107848,1.0
107849,1.0
107850,1.0
107851,1.0
107852,1.0
107853,1.0
107854,1.0
107855,1.0
107856,1.0
107857,1.0
107858,1.0
107859,1.0
107860,1.0
107861,1.0
107862,1.0
107863,1.0
107864,1.0
107865,1.0
107866,1.0
107867,1.0
107868,1.0
107869,1.0
107870,1.0
107871,1.0
107872,1.0
107873,1.0
107874,1.0
107875,1.0
107876,1.0
107877,1.0
107879,1.0
107880,1.0
107881,1.0
107882,1.0
107883,1.0
107884,1.0
107885,1.0
107886,1.0
107887,1.0
107888,1.0
107889,1.0
107890,1.0
107891,1.0
107892,1.0
107893,1.0
107894,1.0
107895,1.0
107896,1.0
107897,1.0
107898,1.0
107899,1.0
107900,1.0
107901,1.0
107902,1.0
107903,1.0
107904,1.0
107905,1.0
107907,1.0
107908,1.0
107909,1.0
107910,1.0
107912,1.0
107913,1.0
107914,1.0
107915,1.0
107916,1.0
107918,1.0
107919,1.0
107920,1.0
107921,1.0
107922,1.0
107923,1.0
107924,1.0
107925,1.0
107926,1.0
107927,1.0
107928,1.0
107929,1.0
107930,1.0
107931,1.0
107932,1.0
107933,1.0
107934,1.0
107935,1.0
107936,1.0
107937,1.0
107938,1.0
107939,1.0
107940,1.0
107941,1.0
107942,1.0
107943,1.0
107944,1.0
107945,1.0
107946,1.0
107947,1.0
107948,1.0
107949,1.0
107950,1.0
107951,1.0
107952,1.0
107953,1.0
107954,1.0
107955,1.0
107956,1.0
107957,1.0
107958,1.0
107959,1.0
107960,1.0
107961,1.0
107962,1.0
107963,1.0
107964,1.0
107965,1.0
107966,1.0
107967,1.0
107968,1.0
107969,1.0
107970,1.0
107971,1.0
107972,1.0
107973,1.0
107974,1.0
107975,1.0
107976,1.0
107977,1.0
107978,1.0
107979,1.0
107980,1.0
107981,1.0
107982,1.0
107983,1.0
107984,1.0
107985,1.0
107986,1.0
107987,1.0
107988,1.0
107989,1.0
107990,1.0
107991,1.0
107992,1.0
107993,1.0
107994,1.0
107995,1.0
107996,1.0
107998,1.0
107999,1.0
108000,1.0
108001,1.0
108002,1.0
108003,1.0
108004,1.0
108005,1.0
108006,1.0
108007,1.0
108008,1.0
108009,1.0
108010,1.0
108011,1.0
108012,1.0
108013,1.0
108014,1.0
108015,1.0
108016,1.0
108017,1.0
108018,1.0
108019,1.0
108020,1.0
108021,1.0
108022,1.0
108024,1.0
108025,1.0
108026,1.0
108027,1.0
108028,1.0
108029,1.0
108032,1.0
108033,1.0
108035,1.0
108036,1.0
108037,1.0
108038,1.0
108039,1.0
108040,1.0
108041,1.0
108042,1.0
108043,1.0
108044,1.0
108045,1.0
108046,1.0
108047,1.0
108048,1.0
108049,1.0
108050,1.0
108051,1.0
108052,1.0
108054,1.0
108055,1.0
108056,1.0
108057,1.0
108058,1.0
108059,1.0
108060,1.0
108061,1.0
108062,1.0
108063,1.0
108064,1.0
108065,1.0
108066,1.0
108067,1.0
108069,1.0
108071,1.0
108072,1.0
108073,1.0
108074,1.0
108075,1.0
108076,1.0
108077,1.0
108078,1.0
108079,1.0
108080,1.0
108081,1.0
108083,1.0
108084,1.0
108086,1.0
108087,1.0
108088,1.0
108089,1.0
108090,1.0
108091,1.0
108094,1.0
108095,1.0
108096,1.0
108097,1.0
108098,1.0
108099,1.0
108100,1.0
108101,1.0
108102,1.0
108103,1.0
108104,1.0
108105,1.0
108106,1.0
108107,1.0
108108,1.0
108110,1.0
108111,1.0
108112,1.0
108113,1.0
108114,1.0
108115,1.0
108116,1.0
108117,1.0
108118,1.0
108119,1.0
108120,1.0
108121,1.0
108123,1.0
108124,1.0
108125,1.0
108126,1.0
108127,1.0
108128,1.0
108129,1.0
108130,1.0
108131,1.0
108132,1.0
108133,1.0
108134,1.0
108135,1.0
108136,1.0
108137,1.0
108138,1.0
108139,1.0
108141,1.0
108142,1.0
108143,1.0
108144,1.0
108145,1.0
108146,1.0
108147,1.0
108148,1.0
108149,1.0
108150,1.0
108151,1.0
108152,1.0
108153,1.0
108154,1.0
108155,1.0
108156,1.0
108157,1.0
108158,1.0
108159,1.0
108160,1.0
108161,1.0
108162,1.0
108163,1.0
108164,1.0
108165,1.0
108166,1.0
108167,1.0
108168,1.0
108170,1.0
108171,1.0
108172,1.0
108173,1.0
108174,1.0
108175,1.0
108176,1.0
108177,1.0
108178,1.0
108179,1.0
108180,1.0
108181,1.0
108182,1.0
108184,1.0
108185,1.0
108186,1.0
108187,1.0
108188,1.0
108189,1.0
108190,1.0
108191,1.0
108192,1.0
108193,1.0
108194,1.0
108195,1.0
108196,1.0
108197,1.0
108198,1.0
108199,1.0
108200,1.0
108201,1.0
108202,1.0
108203,1.0
108204,1.0
108205,1.0
108206,1.0
108207,1.0
108208,1.0
108209,1.0
108210,1.0
108211,1.0
108212,1.0
108213,1.0
108214,1.0
108216,1.0
108217,1.0
108218,1.0
108219,1.0
108220,1.0
108221,1.0
108222,1.0
108224,1.0
108225,1.0
108226,1.0
108227,1.0
108228,1.0
108229,1.0
108230,1.0
108231,1.0
108232,1.0
108233,1.0
108234,1.0
108235,1.0
108236,1.0
108237,1.0
108238,1.0
108240,1.0
108241,1.0
108242,1.0
108243,1.0
108244,1.0
108245,1.0
108246,1.0
108247,1.0
108248,1.0
108249,1.0
108250,1.0
108251,1.0
108252,1.0
108253,1.0
108254,1.0
108255,1.0
108256,1.0
108257,1.0
108258,1.0
108259,1.0
108260,1.0
108261,1.0
108262,1.0
108263,1.0
108264,1.0
108265,1.0
108266,1.0
108267,1.0
108268,1.0
108269,1.0
108270,1.0
108271,1.0
108272,1.0
108273,1.0
108274,1.0
108275,1.0
108276,1.0
108277,1.0
108278,1.0
108279,1.0
108280,1.0
108281,1.0
108282,1.0
108283,1.0
108284,1.0
108285,1.0
108286,1.0
108287,1.0
108288,1.0
108289,1.0
108290,1.0
108291,1.0
108292,1.0
108293,1.0
108295,1.0
108296,1.0
108297,1.0
108298,1.0
108299,1.0
108300,1.0
108301,1.0
108302,1.0
108303,1.0
108304,1.0
108305,1.0
108306,1.0
108307,1.0
108308,1.0
108309,1.0
108310,1.0
108311,1.0
108312,1.0
108313,1.0
108314,1.0
108315,1.0
108316,1.0
108317,1.0
